item,category,count_sizes,number_count,fraction_upper_words,fraction_upper_start_words,special_char_count,has_volume,has_weight,has_uk_size,has_area,has_color,spaces,has_cm,has_m,has_xn,has_french_combinations,item_processed
BOSS Bodywear Lounge Shorts Grey,0,0,0,0.2,1.0,4,False,False,False,False,True,5,False,False,False,False,boss bodywear lounge shorts grey
Miss Selfridge pintuck poplin shirt in blue stripe,0,0,0,0.0,0.25,7,False,False,False,False,True,8,False,False,False,False,miss selfridge pintuck poplin shirt blue stripe
Ruffle Cuff Self Belted Ditsy Floral Romper,2,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,ruffle cuff self belted ditsy floral romper
BaByliss Platinum Diamond Paddle Brush,2,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,babyliss platinum diamond paddle brush
Vans Left Chest Logo t-shirt in purple Exclusive at ASOS,0,0,0,0.1,0.6,10,False,False,False,False,True,10,False,False,False,False,vans left chest logo shirt purple exclusive asos
Mini girls beige printed RI leggings 5 pack 2-3 Yrs Beige,0,0,3,0.1,0.4,11,False,False,False,False,False,11,False,False,False,False,mini girls beige printed ri leggings pack yrs beige
Boys white Prolific camo mesh T-shirt outfit 7-8 Yrs White,0,0,2,0.0,0.5,11,False,False,False,False,True,10,False,False,False,False,boys white prolific camo mesh shirt outfit yrs white
Sage Green Animal Print Oversized Shirt,0,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,sage green animal print oversized shirt
Self Tanning Drops Dark 30ml,2,0,2,0.0,0.8,4,True,False,False,False,False,5,False,True,False,False,self tanning drops dark ml
x1 Grandeco Stone Pattern Wallpaper Faux Effect Realistic Embossed Brick A17204  Sample Request,1,0,6,0.0769230769230769,0.9230769230769232,13,False,False,False,False,False,13,False,False,True,True,grandeco stone pattern wallpaper faux effect realistic embossed brick sample request
ASOS DESIGN Petite square neck ruched bust long sleeve top in pink,0,0,0,0.1666666666666666,0.25,11,False,False,False,False,True,12,False,False,False,False,asos design petite square neck ruched bust long sleeve top pink
NEW Bamboo & Seagrass Vase,1,0,0,0.25,1.0,5,False,False,False,False,False,5,False,False,False,False,new bamboo seagrass vase
x1 SikSilk Zonal Track Pants  Black MEN SIZES BOTTOM: Large 34in,0,0,3,0.2727272727272727,0.8181818181818182,12,False,False,False,False,True,11,False,False,True,False,siksilk zonal track pants black men sizes bottom large
Claycomb European Single High Sleeper Bed,1,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,True,claycomb european single high sleeper bed
Paper Dolls tailored bardot jumpsuit with exaggerated sleeve in black,0,0,0,0.0,0.2,9,False,False,False,False,True,10,False,False,False,False,paper dolls tailored bardot jumpsuit exaggerated sleeve black
Miss Selfridge lemon print bardot top in yellow,0,0,0,0.0,0.25,7,False,False,False,False,True,8,False,False,False,False,miss selfridge lemon print bardot top yellow
Miss Selfridge angel sleeve maxi dress in peach,0,0,0,0.0,0.25,7,False,False,False,False,False,8,False,False,False,False,miss selfridge angel sleeve maxi dress peach
Kiehl's Baby Nurturing Cream for Face & Body 200ml,2,0,3,0.0,0.75,10,True,False,False,False,False,9,False,True,False,False,kiehls baby nurturing cream face body ml
NYX Professional Makeup Setting Spray Powder and Primer set- SAVE 20%,2,0,2,0.1818181818181818,0.7272727272727273,12,False,False,False,False,False,11,False,False,False,True,nyx professional makeup setting spray powder primer set save
McKenzie Mini Chamea Tracksuit Children,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,mckenzie mini chamea tracksuit children
Only tiered t-shirt in tan,0,0,0,0.0,0.2,5,False,False,False,False,True,5,False,False,False,False,tiered shirt tan
30cm Silk Sphere Lamp Shade,1,0,2,0.0,0.8,4,False,False,False,False,False,5,True,False,False,False,cm silk sphere lamp shade
THE JEFFREE STAR BRUSH COLLECTION,2,0,0,1.0,1.0,4,False,False,False,False,False,5,False,False,False,False,jeffree star brush collection
Scenario Cotton Mix Pillowcase with Embroidered Hem,1,0,0,0.0,0.8571428571428571,6,False,False,False,False,True,7,False,False,False,False,scenario cotton mix pillowcase embroidered hem
Velour Liquid Lipstick Leo 5.4ml,2,0,2,0.0,0.8,5,True,False,False,False,False,5,False,True,False,False,velour liquid lipstick leo ml
Stone Print Leopard Angel Sleeve A Line Mini Dress - 10 / BEIGE,0,0,2,0.1,0.9,14,False,False,False,False,False,13,False,False,False,False,stone print leopard angel sleeve line mini dress beige
Mock Neck Sheer Lace Overlay Top,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,mock neck sheer lace overlay top
Walnut Frame 21x30 cm (A4),1,0,5,0.2,0.4,6,False,False,False,False,False,5,False,False,True,False,walnut frame cm
"Albert Flush Ceiling Lamp, Muted Grey",1,0,0,0.0,1.0,6,False,False,False,False,True,6,False,False,False,False,albert flush ceiling lamp muted grey
Nasomatto Absinth perfume extract sample Unisex 2 ml,2,0,1,0.0,0.4285714285714285,7,False,False,False,False,False,8,False,False,False,False,nasomatto absinth perfume extract sample unisex ml
DP Petite Black Floral Print Top,0,0,0,0.1666666666666666,1.0,5,False,False,False,False,True,6,False,False,False,False,dp petite black floral print top
River Island knee high heeled boot with chain detail in black,0,0,0,0.0,0.1818181818181818,10,False,False,False,False,True,11,False,False,False,False,river island knee high heeled boot chain detail black
x7 Krono Original Supernatural Classic 8mm Bedrock Oak Laminate Flooring 5541,1,0,6,0.0,0.7272727272727273,10,False,False,False,False,False,11,False,True,True,False,krono original supernatural classic mm bedrock oak laminate flooring
White broderie button down shirt 18 White,0,0,2,0.0,0.2857142857142857,6,False,False,False,False,True,7,False,False,False,False,white broderie button shirt white
Print Round Neck Långa ärmar Fritids T-shirts (1003314791),0,0,10,0.0,0.75,10,False,False,False,False,False,8,False,False,False,False,print round neck långa ärmar fritids shirts
3 Piece Nest of Tables,1,0,1,0.0,0.75,4,False,False,False,False,False,5,False,False,False,False,piece nest tables
Organic & Botanic advanced anti fatigue vitamin C serum,2,0,0,0.0,0.2857142857142857,9,False,False,False,False,False,9,False,False,False,False,organic botanic advanced anti fatigue vitamin serum
Teyben Floral Cotton Percale Pillowcase,1,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,teyben floral cotton percale pillowcase
Myrrh & Tonka Fragrance Oil - 50g,2,0,2,0.0,0.8,8,False,True,False,False,False,7,False,False,False,False,myrrh tonka fragrance oil
Harbour Housewares Round Framed Wall Mirror - 80cm - Gold,1,0,2,0.0,0.875,11,False,False,False,False,True,10,True,False,False,False,harbour housewares round framed wall mirror cm gold
Curves Black Gathered Shoulder V Neck T-Shirt,0,0,0,0.0,1.0,7,False,False,False,False,True,7,False,False,False,False,curves black gathered shoulder neck shirt
Gipsy young heart tights,0,0,0,0.0,0.25,3,False,False,False,False,False,4,False,False,False,False,gipsy young heart tights
2pack Self Adhesive Bra Set,2,0,1,0.0,0.8,4,False,False,False,False,False,5,False,False,False,False,pack self adhesive bra set
Revolution Pro New Neutrals Satin Matte Lipstick - Cashmere,2,0,0,0.0,1.0,9,False,False,False,False,False,9,False,False,False,True,revolution pro new neutrals satin matte lipstick cashmere
NYX Professional Makeup Suede Matte Lipsticks - Cold Brew,2,0,0,0.125,1.0,9,False,False,False,False,False,9,False,False,False,True,nyx professional makeup suede matte lipsticks cold brew
Large Merino Wool Blanket - Classic Colours - Stockinette - Mink,1,0,0,0.0,1.0,13,False,False,False,False,False,11,False,False,False,False,large merino wool blanket classic colours stockinette mink
IDEAL OF SWEDEN Fashion Case T.Lindgren iPhone XR Coral Sands,2,0,0,0.4,0.9,10,False,False,False,False,False,10,False,False,False,False,ideal sweden fashion case tlindgren iphone xr coral sands
Self Adhesive Gold Matt Vinyl 305 mm x 5 metres,2,0,4,0.0,0.625,9,False,False,False,False,True,10,False,False,False,False,self adhesive gold matt vinyl mm metres
Barney's Originals Clara real leather jacket,0,0,0,0.0,0.5,6,False,False,False,False,False,6,False,False,False,False,barneys originals clara real leather jacket
Missguided co-ord skirt in houndstooth print,0,0,0,0.0,0.1666666666666666,6,False,False,False,False,False,6,False,False,False,False,missguided co ord skirt houndstooth print
ASOS 4505 Petite icon oversized jogger,0,0,4,0.1666666666666666,0.3333333333333333,5,False,False,False,False,False,6,False,False,False,False,asos petite icon oversized jogger
Revolution Skincare Hydration Boost Moisture Gel with Watermelon,2,0,0,0.0,0.875,7,False,False,False,False,False,8,False,False,False,False,revolution skincare hydration boost moisture gel watermelon
Wednesday's Girl midi smock dress in smudge spot print,0,0,0,0.0,0.2222222222222222,9,False,False,False,False,False,9,False,False,False,False,wednesdays girl midi smock dress smudge spot print
nike jordan black & red air jordan 1 mid trainers toddler UK 9.5,2,0,3,0.0909090909090909,0.0909090909090909,14,False,False,True,False,True,13,False,False,False,False,nike jordan black red air jordan mid trainers toddler uk
Pull&Bear oversized aviator jacket in brown,0,0,0,0.0,0.1666666666666666,6,False,False,False,False,True,6,False,False,False,False,pullbear oversized aviator jacket brown
ASOS DESIGN Makeup Eyebrow Palette - Visionary,2,0,0,0.3333333333333333,1.0,7,False,False,False,False,False,7,False,False,False,True,asos design makeup eyebrow palette visionary
"Any 4 Bases, Flat Brush and Contour Brush Deal",2,0,1,0.0,0.875,9,False,False,False,False,False,9,False,False,False,False,bases flat brush contour brush deal
Lisa Dark Green Button Down Tea Dress - 14,0,0,2,0.0,0.875,9,False,False,False,False,True,9,False,False,False,False,lisa dark green button tea dress
Originalverpackt  Apple Silikon Mikrofaser Cover Hülle für iPhone 8+ Plus / 7+ - Marine Grün,2,0,2,0.0,0.6923076923076923,19,False,False,False,False,False,15,False,False,False,False,originalverpackt apple silikon mikrofaser cover hülle für iphone plus marine grün
New Hampshire Reclining Chair - Natural,1,0,0,0.0,1.0,6,False,False,False,False,False,6,False,False,False,False,new hampshire reclining chair natural
MUGLER Alien Musc Mysterieux Eau de Parfum Spray 90ml,2,0,2,0.1111111111111111,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,mugler alien musc mysterieux eau de parfum spray ml
Polo Ralph Lauren seersucker stripe short sleeve shirt in pink/white,0,0,0,0.0,0.3,10,False,False,False,False,True,10,False,False,False,False,polo ralph lauren seersucker stripe short sleeve shirt pinkwhite
Halfords - Click and Collect Ashton U Lyne,2,0,0,0.0,0.8333333333333334,8,False,False,False,False,False,8,False,False,False,False,halfords click collect ashton lyne
Wien 3 Pieces Women Perfume Set Sommar och Höst Citron Mint Doftande Fragrance Gift Box Present till kvinnor,2,0,1,0.0,0.8235294117647058,17,False,False,False,False,True,18,False,False,False,False,wien pieces women perfume set sommar och höst citron mint doftande fragrance gift box present till kvinnor
Oxo Cubes 12's Vegetable,1,0,2,0.0,0.75,4,False,False,False,False,False,4,False,False,False,False,oxo cubes vegetable
Voi Jeans Co Blu Eau de Toilette Spray 100ml,2,0,3,0.0,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,voi jeans co blu eau de toilette spray ml
Rose Gold Jewelled Eyeshadow Duo Brush,2,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,rose gold jewelled eyeshadow duo brush
Emporio Armani Stronger With You Intensely Eau de Parfum 1.2ml Complimentary Sample,2,0,2,0.0,0.8333333333333334,12,True,False,False,False,True,12,False,True,False,True,emporio armani stronger intensely eau de parfum ml complimentary sample
Keswick Pencil Pleat Room Darkening Curtains,1,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,keswick pencil pleat room darkening curtains
"Viola cornuta 'Boughton Blue' Hornviol, pluggplanta",1,0,0,0.0,0.5,8,False,False,False,False,True,6,False,False,False,False,viola cornuta boughton blue hornviol pluggplanta
Moss Green Linen Napkins,0,0,0,0.0,1.0,3,False,False,False,False,True,4,False,False,False,False,moss green linen napkins
Button Waist Slant Pocket Plaid Wide Leg Trousers,0,0,0,0.0,1.0,7,False,False,False,False,False,8,False,False,False,False,button waist slant pocket plaid wide leg trousers
nike white & pink air max excee trainers toddler UK 3.5,2,0,2,0.1,0.1,12,False,False,True,False,True,11,False,False,False,False,nike white pink air max excee trainers toddler uk
The North Face Ensei long sleeve t-shirt in pink,0,0,0,0.0,0.4444444444444444,9,False,False,False,False,True,9,False,False,False,False,north face ensei long sleeve shirt pink
Mardu Heart-Piercer : KHANS OF TARKIR 116/269 - Magic the Gathering Single Card,0,0,6,0.2727272727272727,0.8181818181818182,16,False,False,False,False,False,13,False,False,False,False,mardu heart piercer khans tarkir magic gathering single card
Jean Paul Gaultier La Belle Eau de Parfum 30ml,2,0,2,0.0,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,jean paul gaultier la belle eau de parfum ml
Dried Allium Flowers No2 (50x70),1,0,5,0.0,0.8,6,False,False,False,True,False,5,False,False,True,False,dried allium flowers
Lokki duvet cover set DC 150x210 cm + PC 50x60 cm,1,0,10,0.2,0.3,11,False,False,False,False,False,11,False,False,True,False,lokki duvet cover set dc cm pc cm
Gorforth Copper Table Lamp,1,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,gorforth copper table lamp
Rose Basic Oversized Hoodie,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,rose basic oversized hoodie
x1 DRYROBE Large Adult Short Sleeve Dryrobe Towel Colour: Red,1,0,1,0.1,0.9,10,False,False,False,False,True,10,False,False,True,False,dryrobe large adult short sleeve dryrobe towel colour red
Revolution Body Skincare Salicylic Balancing Moisture Gel,2,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,revolution body skincare salicylic balancing moisture gel
Halfords - Click and Collect Redhill,2,0,0,0.0,0.8,6,False,False,False,False,True,6,False,False,False,False,halfords click collect redhill
Pure Series™ Pure Whey Isolate™ 90 Vanilla 500g,2,0,5,0.0,0.75,9,False,True,False,False,False,8,False,False,False,False,pure series pure whey isolate vanilla
Miss Selfridge broderie top in white,2,0,0,0.0,0.3333333333333333,5,False,False,False,False,True,6,False,False,False,False,miss selfridge broderie top white
Bershka cargo trouser with belt in black,0,0,0,0.0,0.1428571428571428,6,False,False,False,False,True,7,False,False,False,False,bershka cargo trouser belt black
Colorful Abstract No1 (30x40),1,0,5,0.0,0.75,5,False,False,False,True,False,4,False,False,True,False,colorful abstract
Miss Selfridge Petite animal fit and flare dress,2,0,0,0.0,0.375,7,False,False,False,False,False,8,False,False,False,False,miss selfridge petite animal fit flare dress
Yes to Blueberries Frizzy Shampoo and Conditioner Bundle (2 x 280ml),2,0,4,0.0,0.6,12,True,False,False,False,True,11,False,True,False,False,yes blueberries frizzy shampoo conditioner bundle ml
Sweetheart neck ribbed top,0,0,0,0.0,0.25,3,False,False,False,False,False,4,False,False,False,False,sweetheart neck ribbed top
Pinky Sands Fragrance Oil (Bottle Size: 50ml),2,0,2,0.0,0.7142857142857143,9,True,False,False,False,True,7,False,True,False,False,pinky sands fragrance oil bottle size ml
Enspijk Eyelet Blackout Thermal Single Curtain,1,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,enspijk eyelet blackout thermal single curtain
CHANEL Coco Mademoiselle & Bleu de CHANEL Eau de Parfum Duo 2 x 1ml Complimentary Sample,2,0,2,0.1538461538461538,0.7692307692307693,16,True,False,False,False,True,16,False,True,False,True,chanel coco mademoiselle bleu de chanel eau de parfum duo ml complimentary sample
Stella McCartney Stella Eau de Parfum Spray 50ml,2,0,2,0.0,0.75,7,True,False,False,False,False,8,False,True,False,True,stella mccartney stella eau de parfum spray ml
Full Cover 5 Colors Liquid Concealer Makeup Eye Dark Circles Cream Waterproof Make Up Base Face Corrector Cosmetic,2,0,1,0.0,1.0,17,False,False,False,False,False,18,False,False,False,True,full cover colors liquid concealer makeup eye dark circles cream waterproof make base face corrector cosmetic
Listerine Reach Toothbrush Interdental Medium 2 Pack,2,0,1,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,listerine reach toothbrush interdental medium pack
Freesia Pure Cotton Tea Towels (Set of 3),1,0,1,0.0,0.625,9,False,False,False,False,False,8,False,False,False,False,freesia pure cotton tea towels set
1pc Letter Graphic Flower Vase,1,0,1,0.0,0.8,4,False,False,False,False,False,5,False,False,False,False,pc letter graphic flower vase
Natural Touch Memory Bonnell Mattress - King,1,0,0,0.0,1.0,7,False,False,False,False,False,7,False,False,False,False,natural touch memory bonnell mattress king
Black Star Print Jumper,0,0,0,0.0,1.0,3,False,False,False,False,True,4,False,False,False,False,black star print jumper
Chinatown Market X Smiley Over-The-Door Mini Basketball Hoop,1,0,0,0.0,1.0,9,False,False,False,False,False,8,False,False,False,False,chinatown market smiley door mini basketball hoop
Vans black & white era polka dot trainers UK 6,0,0,1,0.125,0.25,10,False,False,True,False,True,10,False,False,False,False,vans black white era polka dot trainers uk
Lace Up Faux Fur Lined Boots,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,True,lace faux fur lined boots
Warehouse high waisted bikini bottoms in ditsy floral,0,0,0,0.0,0.125,7,False,False,False,False,False,8,False,False,False,False,warehouse high waisted bikini bottoms ditsy floral
Lambswool Sweater - L,0,1,0,0.0,1.0,4,False,False,False,False,False,4,False,False,False,False,lambswool sweater
Overszied 80's Style Denim Jacket,0,0,2,0.0,0.8,5,False,False,False,False,False,5,False,False,False,False,overszied style denim jacket
Weekday Rho fluffy brushed bucket hat in off white,2,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,False,weekday rho fluffy brushed bucket hat white
Matt Light Pink Twisted Candle Set,1,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,matt light pink twisted candle set
