item,category,count_sizes,number_count,fraction_upper_words,fraction_upper_start_words,special_char_count,has_volume,has_weight,has_uk_size,has_area,has_color,spaces,has_cm,has_m,has_xn,has_french_combinations,item_processed
Miss Selfridge lemon print bardot top in yellow,0,0,0,0.0,0.25,7,False,False,False,False,True,8,False,False,False,False,miss selfridg lemon print bardot top yellow
Miss Selfridge angel sleeve maxi dress in peach,0,0,0,0.0,0.25,7,False,False,False,False,False,8,False,False,False,False,miss selfridg angel sleev maxi dress peach
Kiehl's Baby Nurturing Cream for Face & Body 200ml,2,0,3,0.0,0.75,10,True,False,False,False,False,9,False,True,False,False,kiehl babi nurtur cream face bodi ml
NYX Professional Makeup Setting Spray Powder and Primer set- SAVE 20%,2,0,2,0.1818181818181818,0.7272727272727273,12,False,False,False,False,False,11,False,False,False,True,nyx profession makeup set sprai powder primer set save
McKenzie Mini Chamea Tracksuit Children,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,mckenzi mini chamea tracksuit children
Only tiered t-shirt in tan,0,0,0,0.0,0.2,5,False,False,False,False,True,5,False,False,False,False,tier shirt tan
30cm Silk Sphere Lamp Shade,1,0,2,0.0,0.8,4,False,False,False,False,False,5,True,False,False,False,cm silk sphere lamp shade
THE JEFFREE STAR BRUSH COLLECTION,2,0,0,1.0,1.0,4,False,False,False,False,False,5,False,False,False,False,jeffre star brush collect
Scenario Cotton Mix Pillowcase with Embroidered Hem,1,0,0,0.0,0.8571428571428571,6,False,False,False,False,True,7,False,False,False,False,scenario cotton mix pillowcas embroid hem
Velour Liquid Lipstick Leo 5.4ml,2,0,2,0.0,0.8,5,True,False,False,False,False,5,False,True,False,False,velour liquid lipstick leo ml
Stone Print Leopard Angel Sleeve A Line Mini Dress - 10 / BEIGE,0,0,2,0.1,0.9,14,False,False,False,False,False,13,False,False,False,False,stone print leopard angel sleev line mini dress beig
Mock Neck Sheer Lace Overlay Top,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,mock neck sheer lace overlai top
Walnut Frame 21x30 cm (A4),1,0,5,0.2,0.4,6,False,False,False,False,False,5,False,False,True,False,walnut frame cm
"Albert Flush Ceiling Lamp, Muted Grey",1,0,0,0.0,1.0,6,False,False,False,False,True,6,False,False,False,False,albert flush ceil lamp mute grei
Nasomatto Absinth perfume extract sample Unisex 2 ml,2,0,1,0.0,0.4285714285714285,7,False,False,False,False,False,8,False,False,False,False,nasomatto absinth perfum extract sampl unisex ml
DP Petite Black Floral Print Top,0,0,0,0.1666666666666666,1.0,5,False,False,False,False,True,6,False,False,False,False,dp petit black floral print top
River Island knee high heeled boot with chain detail in black,0,0,0,0.0,0.1818181818181818,10,False,False,False,False,True,11,False,False,False,False,river island knee high heel boot chain detail black
x7 Krono Original Supernatural Classic 8mm Bedrock Oak Laminate Flooring 5541,1,0,6,0.0,0.7272727272727273,10,False,False,False,False,False,11,False,True,True,False,krono origin supernatur classic mm bedrock oak lamin floor
White broderie button down shirt 18 White,0,0,2,0.0,0.2857142857142857,6,False,False,False,False,True,7,False,False,False,False,white broderi button shirt white
Print Round Neck Långa ärmar Fritids T-shirts (1003314791),0,0,10,0.0,0.75,10,False,False,False,False,False,8,False,False,False,False,print round neck långa ärmar fritid shirt
3 Piece Nest of Tables,1,0,1,0.0,0.75,4,False,False,False,False,False,5,False,False,False,False,piec nest tabl
Organic & Botanic advanced anti fatigue vitamin C serum,2,0,0,0.0,0.2857142857142857,9,False,False,False,False,False,9,False,False,False,False,organ botan advanc anti fatigu vitamin serum
Teyben Floral Cotton Percale Pillowcase,1,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,teyben floral cotton percal pillowcas
Myrrh & Tonka Fragrance Oil - 50g,2,0,2,0.0,0.8,8,False,True,False,False,False,7,False,False,False,False,myrrh tonka fragranc oil
Harbour Housewares Round Framed Wall Mirror - 80cm - Gold,1,0,2,0.0,0.875,11,False,False,False,False,True,10,True,False,False,False,harbour housewar round frame wall mirror cm gold
Curves Black Gathered Shoulder V Neck T-Shirt,0,0,0,0.0,1.0,7,False,False,False,False,True,7,False,False,False,False,curv black gather shoulder neck shirt
Gipsy young heart tights,0,0,0,0.0,0.25,3,False,False,False,False,False,4,False,False,False,False,gipsi young heart tight
2pack Self Adhesive Bra Set,2,0,1,0.0,0.8,4,False,False,False,False,False,5,False,False,False,False,pack self adhes bra set
Revolution Pro New Neutrals Satin Matte Lipstick - Cashmere,2,0,0,0.0,1.0,9,False,False,False,False,False,9,False,False,False,True,revolut pro new neutral satin matt lipstick cashmer
NYX Professional Makeup Suede Matte Lipsticks - Cold Brew,2,0,0,0.125,1.0,9,False,False,False,False,False,9,False,False,False,True,nyx profession makeup sued matt lipstick cold brew
Large Merino Wool Blanket - Classic Colours - Stockinette - Mink,1,0,0,0.0,1.0,13,False,False,False,False,False,11,False,False,False,False,larg merino wool blanket classic colour stockinett mink
IDEAL OF SWEDEN Fashion Case T.Lindgren iPhone XR Coral Sands,2,0,0,0.4,0.9,10,False,False,False,False,False,10,False,False,False,False,ideal sweden fashion case tlindgren iphon xr coral sand
Self Adhesive Gold Matt Vinyl 305 mm x 5 metres,2,0,4,0.0,0.625,9,False,False,False,False,True,10,False,False,False,False,self adhes gold matt vinyl mm metr
Barney's Originals Clara real leather jacket,0,0,0,0.0,0.5,6,False,False,False,False,False,6,False,False,False,False,barnei origin clara real leather jacket
Missguided co-ord skirt in houndstooth print,0,0,0,0.0,0.1666666666666666,6,False,False,False,False,False,6,False,False,False,False,missguid co ord skirt houndstooth print
ASOS 4505 Petite icon oversized jogger,0,0,4,0.1666666666666666,0.3333333333333333,5,False,False,False,False,False,6,False,False,False,False,aso petit icon overs jogger
Revolution Skincare Hydration Boost Moisture Gel with Watermelon,2,0,0,0.0,0.875,7,False,False,False,False,False,8,False,False,False,False,revolut skincar hydrat boost moistur gel watermelon
Wednesday's Girl midi smock dress in smudge spot print,0,0,0,0.0,0.2222222222222222,9,False,False,False,False,False,9,False,False,False,False,wednesdai girl midi smock dress smudg spot print
nike jordan black & red air jordan 1 mid trainers toddler UK 9.5,2,0,3,0.0909090909090909,0.0909090909090909,14,False,False,True,False,True,13,False,False,False,False,nike jordan black red air jordan mid trainer toddler uk
Pull&Bear oversized aviator jacket in brown,0,0,0,0.0,0.1666666666666666,6,False,False,False,False,True,6,False,False,False,False,pullbear overs aviat jacket brown
ASOS DESIGN Makeup Eyebrow Palette - Visionary,2,0,0,0.3333333333333333,1.0,7,False,False,False,False,False,7,False,False,False,True,aso design makeup eyebrow palett visionari
"Any 4 Bases, Flat Brush and Contour Brush Deal",2,0,1,0.0,0.875,9,False,False,False,False,False,9,False,False,False,False,base flat brush contour brush deal
Lisa Dark Green Button Down Tea Dress - 14,0,0,2,0.0,0.875,9,False,False,False,False,True,9,False,False,False,False,lisa dark green button tea dress
Originalverpackt  Apple Silikon Mikrofaser Cover Hülle für iPhone 8+ Plus / 7+ - Marine Grün,2,0,2,0.0,0.6923076923076923,19,False,False,False,False,False,15,False,False,False,False,originalverpackt appl silikon mikrofas cover hülle für iphon plu marin grün
New Hampshire Reclining Chair - Natural,1,0,0,0.0,1.0,6,False,False,False,False,False,6,False,False,False,False,new hampshir reclin chair natur
MUGLER Alien Musc Mysterieux Eau de Parfum Spray 90ml,2,0,2,0.1111111111111111,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,mugler alien musc mysterieux eau de parfum sprai ml
Polo Ralph Lauren seersucker stripe short sleeve shirt in pink/white,0,0,0,0.0,0.3,10,False,False,False,False,True,10,False,False,False,False,polo ralph lauren seersuck stripe short sleev shirt pinkwhit
Halfords - Click and Collect Ashton U Lyne,2,0,0,0.0,0.8333333333333334,8,False,False,False,False,False,8,False,False,False,False,halford click collect ashton lyne
Wien 3 Pieces Women Perfume Set Sommar och Höst Citron Mint Doftande Fragrance Gift Box Present till kvinnor,2,0,1,0.0,0.8235294117647058,17,False,False,False,False,True,18,False,False,False,False,wien piec women perfum set sommar och höst citron mint doftand fragranc gift box present till kvinnor
Oxo Cubes 12's Vegetable,1,0,2,0.0,0.75,4,False,False,False,False,False,4,False,False,False,False,oxo cube veget
Voi Jeans Co Blu Eau de Toilette Spray 100ml,2,0,3,0.0,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,voi jean co blu eau de toilett sprai ml
Rose Gold Jewelled Eyeshadow Duo Brush,2,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,rose gold jewel eyeshadow duo brush
Emporio Armani Stronger With You Intensely Eau de Parfum 1.2ml Complimentary Sample,2,0,2,0.0,0.8333333333333334,12,True,False,False,False,True,12,False,True,False,True,emporio armani stronger intens eau de parfum ml complimentari sampl
Keswick Pencil Pleat Room Darkening Curtains,1,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,keswick pencil pleat room darken curtain
"Viola cornuta 'Boughton Blue' Hornviol, pluggplanta",1,0,0,0.0,0.5,8,False,False,False,False,True,6,False,False,False,False,viola cornuta boughton blue hornviol pluggplanta
Moss Green Linen Napkins,0,0,0,0.0,1.0,3,False,False,False,False,True,4,False,False,False,False,moss green linen napkin
Button Waist Slant Pocket Plaid Wide Leg Trousers,0,0,0,0.0,1.0,7,False,False,False,False,False,8,False,False,False,False,button waist slant pocket plaid wide leg trouser
nike white & pink air max excee trainers toddler UK 3.5,2,0,2,0.1,0.1,12,False,False,True,False,True,11,False,False,False,False,nike white pink air max exce trainer toddler uk
The North Face Ensei long sleeve t-shirt in pink,0,0,0,0.0,0.4444444444444444,9,False,False,False,False,True,9,False,False,False,False,north face ensei long sleev shirt pink
Mardu Heart-Piercer : KHANS OF TARKIR 116/269 - Magic the Gathering Single Card,0,0,6,0.2727272727272727,0.8181818181818182,16,False,False,False,False,False,13,False,False,False,False,mardu heart piercer khan tarkir magic gather singl card
Jean Paul Gaultier La Belle Eau de Parfum 30ml,2,0,2,0.0,0.7777777777777778,8,True,False,False,False,False,9,False,True,False,True,jean paul gaultier la bell eau de parfum ml
Dried Allium Flowers No2 (50x70),1,0,5,0.0,0.8,6,False,False,False,True,False,5,False,False,True,False,dri allium flower
Lokki duvet cover set DC 150x210 cm + PC 50x60 cm,1,0,10,0.2,0.3,11,False,False,False,False,False,11,False,False,True,False,lokki duvet cover set dc cm pc cm
Gorforth Copper Table Lamp,1,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,gorforth copper tabl lamp
Rose Basic Oversized Hoodie,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,rose basic overs hoodi
x1 DRYROBE Large Adult Short Sleeve Dryrobe Towel Colour: Red,1,0,1,0.1,0.9,10,False,False,False,False,True,10,False,False,True,False,dryrob larg adult short sleev dryrob towel colour red
Revolution Body Skincare Salicylic Balancing Moisture Gel,2,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,revolut bodi skincar salicyl balanc moistur gel
Halfords - Click and Collect Redhill,2,0,0,0.0,0.8,6,False,False,False,False,True,6,False,False,False,False,halford click collect redhil
Pure Series™ Pure Whey Isolate™ 90 Vanilla 500g,2,0,5,0.0,0.75,9,False,True,False,False,False,8,False,False,False,False,pure seri pure whei isol vanilla
Miss Selfridge broderie top in white,2,0,0,0.0,0.3333333333333333,5,False,False,False,False,True,6,False,False,False,False,miss selfridg broderi top white
Bershka cargo trouser with belt in black,0,0,0,0.0,0.1428571428571428,6,False,False,False,False,True,7,False,False,False,False,bershka cargo trouser belt black
Colorful Abstract No1 (30x40),1,0,5,0.0,0.75,5,False,False,False,True,False,4,False,False,True,False,color abstract
Miss Selfridge Petite animal fit and flare dress,2,0,0,0.0,0.375,7,False,False,False,False,False,8,False,False,False,False,miss selfridg petit anim fit flare dress
Yes to Blueberries Frizzy Shampoo and Conditioner Bundle (2 x 280ml),2,0,4,0.0,0.6,12,True,False,False,False,True,11,False,True,False,False,ye blueberri frizzi shampoo condition bundl ml
Sweetheart neck ribbed top,0,0,0,0.0,0.25,3,False,False,False,False,False,4,False,False,False,False,sweetheart neck rib top
Pinky Sands Fragrance Oil (Bottle Size: 50ml),2,0,2,0.0,0.7142857142857143,9,True,False,False,False,True,7,False,True,False,False,pinki sand fragranc oil bottl size ml
Enspijk Eyelet Blackout Thermal Single Curtain,1,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,enspijk eyelet blackout thermal singl curtain
CHANEL Coco Mademoiselle & Bleu de CHANEL Eau de Parfum Duo 2 x 1ml Complimentary Sample,2,0,2,0.1538461538461538,0.7692307692307693,16,True,False,False,False,True,16,False,True,False,True,chanel coco mademoisel bleu de chanel eau de parfum duo ml complimentari sampl
Stella McCartney Stella Eau de Parfum Spray 50ml,2,0,2,0.0,0.75,7,True,False,False,False,False,8,False,True,False,True,stella mccartnei stella eau de parfum sprai ml
Full Cover 5 Colors Liquid Concealer Makeup Eye Dark Circles Cream Waterproof Make Up Base Face Corrector Cosmetic,2,0,1,0.0,1.0,17,False,False,False,False,False,18,False,False,False,True,full cover color liquid conceal makeup ey dark circl cream waterproof make base face corrector cosmet
Listerine Reach Toothbrush Interdental Medium 2 Pack,2,0,1,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,listerin reach toothbrush interdent medium pack
Freesia Pure Cotton Tea Towels (Set of 3),1,0,1,0.0,0.625,9,False,False,False,False,False,8,False,False,False,False,freesia pure cotton tea towel set
1pc Letter Graphic Flower Vase,1,0,1,0.0,0.8,4,False,False,False,False,False,5,False,False,False,False,pc letter graphic flower vase
Natural Touch Memory Bonnell Mattress - King,1,0,0,0.0,1.0,7,False,False,False,False,False,7,False,False,False,False,natur touch memori bonnel mattress king
Black Star Print Jumper,0,0,0,0.0,1.0,3,False,False,False,False,True,4,False,False,False,False,black star print jumper
Chinatown Market X Smiley Over-The-Door Mini Basketball Hoop,1,0,0,0.0,1.0,9,False,False,False,False,False,8,False,False,False,False,chinatown market smilei door mini basketbal hoop
Vans black & white era polka dot trainers UK 6,0,0,1,0.125,0.25,10,False,False,True,False,True,10,False,False,False,False,van black white era polka dot trainer uk
Lace Up Faux Fur Lined Boots,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,True,lace faux fur line boot
Warehouse high waisted bikini bottoms in ditsy floral,0,0,0,0.0,0.125,7,False,False,False,False,False,8,False,False,False,False,warehous high waist bikini bottom ditsi floral
Lambswool Sweater - L,0,1,0,0.0,1.0,4,False,False,False,False,False,4,False,False,False,False,lambswool sweater
Overszied 80's Style Denim Jacket,0,0,2,0.0,0.8,5,False,False,False,False,False,5,False,False,False,False,overszi style denim jacket
Weekday Rho fluffy brushed bucket hat in off white,2,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,False,weekdai rho fluffi brush bucket hat white
Matt Light Pink Twisted Candle Set,1,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,matt light pink twist candl set
Girls black  RI fold over leggings 2 pack 7-8 Yrs Black,0,0,3,0.1,0.4,12,False,False,False,False,True,11,False,False,False,False,girl black ri fold leg pack yr black
