item,category,count_sizes,number_count,fraction_upper_words,fraction_upper_start_words,special_char_count,has_volume,has_weight,has_uk_size,has_area,has_color,spaces,has_cm,has_m,has_xn,has_french_combinations,item_processed
Carhartt WIP hounds tooth print shacket in black and red,0,0,0,0.1,0.2,9,False,False,False,False,True,10,False,False,False,False,carhartt wip hound tooth print shacket black red
"Black Ribbed Zip Up Co-ord - Louise (Size: 8, Colour: Black)",0,0,1,0.0,0.8,17,False,False,False,False,True,11,False,False,False,False,black rib zip co ord louis size colour black
White Wash Candlestick Large - White,1,0,0,0.0,1.0,6,False,False,False,False,True,6,False,False,False,False,white wash candlestick larg white
x1 Moda In Pelle Billybag Silver Fabric,0,0,1,0.0,0.8571428571428571,6,False,False,False,False,True,7,False,False,True,False,moda pell billybag silver fabric
x1 Krono Original Eurohome Vario Sample SKU119242,1,0,7,0.14285714285714285,0.8571428571428571,6,False,False,False,False,False,7,False,False,True,True,krono origin eurohom vario sampl sku
Khaki Long Padded Jacket with Recycled Wadding,0,0,0,0.0,0.8571428571428571,6,False,False,False,False,False,7,False,False,False,False,khaki long pad jacket recycl wad
Men's Running Shorts Athletic Shorts Workout Shorts 2 in 1 with Phone Pocket Sports Shorts Running Fitness Jogging Breathable Quick Dry Soft Solid Colored Dark Grey White Black Red Camouflage Khaki,0,0,2,0.0,0.9310344827586207,31,False,False,False,False,True,31,False,False,False,False,men run short athlet short workout short phone pocket sport short run fit jog breathabl quick dry soft solid color dark grei white black red camouflag khaki
Motorcycle And Slogan Graphic Oversized Tee,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,motorcycl slogan graphic overs tee
Adjustable Strap Ruched Cami Top,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,adjust strap ruch cami top
ASOS DESIGN mix & match lounge towelling short in lemon,0,0,0,0.2222222222222222,0.2222222222222222,10,False,False,False,False,False,10,False,False,False,False,aso design mix match loung towel short lemon
A.Kjaerbede Salo unisex round sunglasses in light grey,0,0,0,0.0,0.25,8,False,False,False,False,True,8,False,False,False,False,akjaerbed salo unisex round sunglass light grei
ASOS DESIGN Curve mix & match sweet tooth short,0,0,0,0.25,0.375,9,False,False,False,False,False,9,False,False,False,False,aso design curv mix match sweet tooth short
Nike Running phone armband in black,0,0,0,0.0,0.3333333333333333,5,False,False,False,False,True,6,False,False,False,False,nike run phone armband black
Navy Long Padded Jacket With Recycled Wadding,0,0,0,0.0,1.0,6,False,False,False,False,True,7,False,False,False,False,navi long pad jacket recycl wad
Closet London pleated skirt in teal stripe,0,0,0,0.0,0.2857142857142857,6,False,False,False,False,True,7,False,False,False,False,closet london pleat skirt teal stripe
Miss Selfridge wrap blouse in ivory and lemon print,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,False,9,False,False,False,False,miss selfridg wrap blous ivori lemon print
1pc Ramadan String Light With 10pcs Moon Shaped Bulb,1,0,3,0.0,0.7777777777777778,8,False,False,False,False,False,9,False,False,False,False,pc ramadan string light pc moon shape bulb
6.3''/10.2'' Camera Photo Studio Phone Video LED Beauty Ring Light Photography Dimmable Ring Lamp+Tripod for Selfie/Live Show/Fill-in Light(16cm and 26cm),2,0,9,0.05,0.8,32,False,False,False,False,False,20,True,False,False,False,camera photo studio phone video led beauti ring light photographi dimmabl ring lamptripod selfiel showfil lightcm cm
Meringue Bites - Less than 100 Calories Per Serving 75g (6 Flavours) - Salted Caramel Meringue Bites,2,0,6,0.0,0.7333333333333333,20,False,True,False,False,False,17,False,False,False,False,meringu bite less calori per serv flavour salt caramel meringu bite
Lola May ruffle bib mini dress in beige,0,0,0,0.0,0.25,7,False,False,False,False,False,8,False,False,False,False,lola mai ruffl bib mini dress beig
Net red small black bag texture small fragrance wind new wave simple shoulder slung chain fashion small square bag,0,0,0,0.0,0.05263157894736842,18,False,False,False,False,True,19,False,False,False,False,net red small black bag textur small fragranc wind new wave simpl shoulder slung chain fashion small squar bag
1 Set 8ml Fiberglass UV Builder Nail Gel + Silk Fiberglass For Nail Extension Strengthen Nails Soak Off UV LED Nail Gel Manicure,2,0,2,0.14285714285714285,0.9523809523809523,23,True,False,False,False,False,23,False,True,False,False,set ml fiberglass uv builder nail gel silk fiberglass nail extens strengthen nail soak uv led nail gel manicur
Girls black 'Duvet day' pyjama set 7-8 Yrs Pink,0,0,2,0.0,0.3333333333333333,11,False,False,False,False,True,9,False,False,False,False,girl black duvet dai pyjama set yr pink
LUX Blooming Flowers Handwash 500ml,2,0,3,0.2,0.8,4,True,False,False,False,False,5,False,True,False,False,lux bloom flower handwash ml
Bloo Power Active Flowers Toilet Rim Block 50g,2,0,2,0.0,0.875,7,False,True,False,False,False,8,False,False,False,False,bloo power activ flower toilet rim block
النساء بيجامة مجموعات الحرير الحرير بيما النوم سيدة الربيع الأزهار نوم مجموعات homewear,0,0,0,0.0,0.0,12,False,False,False,False,False,13,False,False,False,False,النساء بيجامة مجموعات الحرير الحرير بيما النوم سيدة الربيع الأزهار نوم مجموعات homewear
Brushed Check Button Through PJ Trouser Set,0,0,0,0.14285714285714285,1.0,6,False,False,False,False,False,7,False,False,False,False,brush check button pj trouser set
Celebrate Calcium PLUS 500 Kautabletten,2,0,3,0.2,0.8,4,False,False,False,False,False,5,False,False,False,False,celebr calcium plu kautabletten
Camel Contrast Ribbed Casual Joggers,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,camel contrast rib casual jogger
x1 Kobra HP Spray Paint Colour: HP3030 Bahnhof,2,0,5,0.25,0.875,8,False,False,False,False,False,8,False,False,True,False,kobra hp sprai paint colour hp bahnhof
Petite Lilac Tie Dye Ribbed Cycle Short,0,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,petit lilac tie dye rib cycl short
DeliTire buitenband 26 x 1.75 (47-559) b,2,0,10,0.0,0.2,10,False,False,False,False,False,7,False,False,False,False,delitir buitenband
AAPE By A Bathing Ape chino shorts with key strap in black,0,0,0,0.09090909090909091,0.36363636363636365,11,False,False,False,False,True,12,False,False,False,False,aap bath ap chino short kei strap black
THRUST Pro Xtra Naomi Vibrating Realistic Inflatable Sex Doll 3.8kg,2,0,2,0.1,0.9,10,False,True,False,False,False,10,False,False,False,False,thrust pro xtra naomi vibrat realist inflat sex doll kg
Men Plants Print Short Sleeve Tee,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,men plant print short sleev tee
"Viola cornuta 'Boughton Blue' Hornviol, pluggplanta",1,0,0,0.0,0.5,8,False,False,False,False,True,6,False,False,False,False,viola cornuta boughton blue hornviol pluggplanta
Ribbed Colorblock Striped Ringer Tee,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,rib colorblock stripe ringer tee
Grey Tired AF Printed PJ Romper,0,0,0,0.3333333333333333,1.0,5,False,False,False,False,True,6,False,False,False,False,grei tire af print pj romper
REGULAR-FIT BRUSHED COTTON T-SHIRT,0,0,0,1.0,1.0,5,False,False,False,False,False,4,False,False,False,False,regular fit brush cotton shirt
MAC Satin Lipstick - Faux,0,0,0,0.25,1.0,5,False,False,False,False,False,5,False,False,False,True,mac satin lipstick faux
Pre-order: Persephone Shirred Animal Spot Dress - 12 / Animal Spot / Buy,0,0,2,0.0,0.9,17,False,False,False,False,True,13,False,False,False,False,pre order persephon shir anim spot dress anim spot bui
Grey Brushed Rib Sleeveless Bodycon Dress,0,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,grei brush rib sleeveless bodycon dress
Womens One Piece Swimsuits Ruched Tummy Control Bathing Suits Swimwear,0,0,0,0.0,1.0,9,False,False,False,False,False,10,False,False,False,False,women on piec swimsuit ruch tummi control bath suit swimwear
SCHLAFSOFA in Textil Grau,1,0,0,0.25,0.75,3,False,False,False,False,False,4,False,False,False,False,schlafsofa textil grau
"Hair Spray Bottle 300ML,  Continuous Water Mister Spray Bottle Empty, Ultra Fine Aerosol Water Mist Trigger Sprayer for Taming Hair In  Hairstyling, Plants, Pets, Cleaning",2,0,3,0.04,0.92,31,False,False,False,False,False,25,False,False,False,False,hair sprai bottl ml continu water mister sprai bottl empti ultra fine aerosol water mist trigger sprayer tame hair hairstyl plant pet clean
x2 Magic: the Gathering Mirror Mockery Condition: Mint / Near Mint,2,0,1,0.0,0.8,13,False,False,False,False,True,11,False,False,True,False,magic gather mirror mockeri condit mint near mint
Rose gold wireless ear bud headphones One Size Gold,2,0,0,0.0,0.4444444444444444,8,False,False,False,False,True,9,False,False,False,False,rose gold wireless ear bud headphon on size gold
Missguided co-ord skirt in houndstooth print,0,0,0,0.0,0.16666666666666666,6,False,False,False,False,False,6,False,False,False,False,missguid co ord skirt houndstooth print
Charmy Down 40 x 182cm Tall Bathroom Cabinet,1,0,5,0.0,0.7142857142857143,7,False,False,False,False,False,8,True,False,False,False,charmi cm tall bathroom cabinet
Fresh n Rebel flow earphones in pink,0,0,0,0.0,0.3333333333333333,6,False,False,False,False,True,7,False,False,False,False,fresh rebel flow earphon pink
adidas Originals SuperCourt trainers in white X home of classics edition,0,0,0,0.0,0.2,10,False,False,False,False,True,11,False,False,False,False,adida origin supercourt trainer white home classic edit
Barbour Classic Bedale Wax Jacket Olive,0,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,barbour classic bedal wax jacket oliv
x1 Sinners Attire  SNRS Stripe Tee   Black/White/Red Size: S,0,1,1,0.125,0.875,14,False,False,False,False,True,9,False,False,True,False,sinner attir snr stripe tee blackwhit size
Plus Houndstooth Curved Cami Top,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,plu houndstooth curv cami top
Vaseline Cocoa Butter Moisturising Petroleum Jelly 100ml,2,0,3,0.0,0.8571428571428571,6,True,False,False,False,False,7,False,True,False,True,vaselin cocoa butter moisturis petroleum jelli ml
Brushstroke Pocket Shirt - multi,0,0,0,0.0,0.75,5,False,False,False,False,False,5,False,False,False,False,brushstrok pocket shirt multi
Dark Grey Slouchy Tee Ribbed PJ Set,0,0,0,0.14285714285714285,1.0,6,False,False,False,False,True,7,False,False,False,False,dark grei slouchi tee rib pj set
x1 Magic: the Gathering Desert of the Indomitable Condition: Mint / Near Mint,2,0,1,0.0,0.6666666666666666,15,False,False,False,False,True,13,False,False,True,False,magic gather desert indomit condit mint near mint
x1 Free Caps  20 Caps  Orders 50 Free Caps: 20 Caps  Orders over 50,0,0,9,0.0,0.5714285714285714,17,False,False,False,False,False,14,False,False,True,False,free cap cap order free cap cap order
Pampers Premium Protection Pants Maat 4 - 180 Luierbroekjes Maandbox XL,2,0,4,0.1111111111111111,0.8888888888888888,11,False,False,False,False,False,11,False,False,False,False,pamper premium protect pant maat luierbroekj maandbox xl
Pampers Baby Wipes Sensitive 52 Pack,2,0,2,0.0,0.8333333333333334,5,False,False,False,False,False,6,False,False,False,False,pamper babi wipe sensit pack
Miss Selfridge faux fur trim aviator jacket in pink,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,True,miss selfridg faux fur trim aviat jacket pink
ASOS DESIGN mix & match lounge towelling short in peach,0,0,0,0.2222222222222222,0.2222222222222222,10,False,False,False,False,False,10,False,False,False,False,aso design mix match loung towel short peach
Herself Magazine Graphic Tee,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,magazin graphic tee
New Look Petite frill bib smock dress in black pattern,0,0,0,0.0,0.3,9,False,False,False,False,True,10,False,False,False,False,new look petit frill bib smock dress black pattern
"Audrey Full Shaper on maksimaalisen tuen liivi, joka antaa rinnoille pyöreän muodon hieman pienentävällä efektillä. Tämä malli on suunniteltu antamaan tukea suuremmille rinnoille, eikä siinä ole toppauksia. Kaunis yhdistelmä pitsisiä ja mesh-kankaisia yks",0,0,0,0.0,0.15151515151515152,37,False,False,False,False,False,33,False,False,False,False,audrei full shaper maksimaalisen tuen liivi joka antaa rinnoil pyöreän muodon hieman pienentävällä efektillä tämä malli suunniteltu antamaan tukea suuremmil rinnoil eikä siinä ol toppauksia kauni yhdistelmä pitsisiä ja mesh kankaisia yk
Olight Warrior Mini Taschenlampe,2,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,olight warrior mini taschenlamp
Billy Boy XXL 6 Pieces Condoms,2,1,1,0.2,1.0,5,False,False,False,False,False,6,False,False,False,False,billi boi xxl piec condom
Ladies Feather Touch Gloves Black,0,0,0,0.0,1.0,4,False,False,False,False,True,5,False,False,False,False,ladi feather touch glove black
FREE GIFT - Cult Beauty Mulberry Silk Face Mask - Mixed Colours,0,0,0,0.2,1.0,13,False,False,False,False,False,12,False,False,False,False,free gift cult beauti mulberri silk face mask mix colour
Flower Pattern Clip Charm,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,flower pattern clip charm
x1 Nuby Snug NDry Super Soft Organic Cotton Bibs Colour or Design: Grey,2,0,1,0.0,0.8461538461538461,13,False,False,False,False,True,13,False,False,True,False,nubi snug ndry super soft organ cotton bib colour design grei
Closet smart tailored trouser with turn up in black,0,0,0,0.0,0.1111111111111111,8,False,False,False,False,True,9,False,False,False,False,closet smart tailor trouser turn black
Leg Acid Bilges Itching Lumps Vasculitis Natural Herbaceous Cream Medical Varicose Veins Treatment,2,0,0,0.0,1.0,12,False,False,False,False,False,13,False,False,False,False,leg acid bilg itch lump vascul natur herbac cream medic varicos vein treatment
Gilly Hicks co-ord ribbed gym short in khaki,0,0,0,0.0,0.25,8,False,False,False,False,False,8,False,False,False,False,gilli hick co ord rib gym short khaki
6Pcs/Set Unisex Face Scarf Mouth Cover Neck Gaiter Dust & Sun-Protection Outdoor Bandana Riding Balaclavas,0,0,1,0.0,0.9285714285714286,17,False,False,False,False,False,15,False,False,False,False,pcsset unisex face scarf mouth cover neck gaiter dust sun protect outdoor bandana ride balaclava
Candlelight Chunky Gibson Shoes,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,candlelight chunki gibson shoe
SikSilk swim short in black houndstooth,0,0,0,0.0,0.16666666666666666,5,False,False,False,False,True,6,False,False,False,False,siksilk swim short black houndstooth
Herren Jogger Hosen Streetwear Jogginghose Brief bedruckte Hose Hip Hop schwarz 1 groß,0,0,1,0.0,0.75,12,False,False,False,False,False,13,False,False,False,False,herren jogger hosen streetwear jogginghos brief bedruckt hose hip hop schwarz groß
Pure Series™ Ashwaghanda KSM-66 500mg Capsules 90,2,0,7,0.14285714285714285,0.7142857142857143,8,False,False,False,False,False,7,False,True,False,False,pure seri ashwaghanda ksm mg capsul
New Look key hole detail ribbed body in black,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,False,new look kei hole detail rib bodi black
25mm 100% Cotton Herringbone Tape Webbing - Bertie&#39;s Bows - 25 Colours - Per Metre - Ribbon Colour:Lilac (22),0,0,11,0.0,0.7333333333333333,29,False,False,False,False,False,19,False,True,False,False,mm cotton herringbon tape web berti bow colour per metr ribbon colourlilac
Bibi Star Flare Pants Lilac - M,0,1,0,0.0,1.0,7,False,False,False,False,False,7,False,False,False,False,bibi star flare pant lilac
River Island ribbed brief in cream,0,0,0,0.0,0.3333333333333333,5,False,False,False,False,False,6,False,False,False,False,river island rib brief cream
Blood Red - One size (suitable from birth),0,0,0,0.0,0.42857142857142855,10,False,False,False,False,True,8,False,False,False,False,blood red on size suitabl birth
schuh stone tina eva footbed sandals UK 3,0,0,1,0.14285714285714285,0.14285714285714285,7,False,False,True,False,False,8,False,False,False,False,schuh stone tina eva footb sandal uk
Brago Choklad 175g Göteborgs,2,0,3,0.0,0.75,3,False,True,False,False,False,4,False,False,False,False,brago choklad göteborg
10mm Entry Solid Brass Finish BC Lampholder,1,0,2,0.14285714285714285,0.8571428571428571,6,False,False,False,False,False,7,False,True,False,False,mm entri solid brass finish bc lamphold
Spare Tape Pack for Tape-in Extensions,2,0,0,0.0,0.8333333333333334,6,False,False,False,False,False,6,False,False,False,False,spare tape pack tape extens
Hjemlevering Drammen &amp; Lier (Kl. 17.00 - 21.00) Kr. 75,2,0,10,0.0,0.4444444444444444,18,False,False,False,False,False,10,False,False,False,False,hjemlev drammen amp lier kl kr
House of Marley Smile Jamaica wired earphones in blue,2,0,0,0.0,0.4444444444444444,8,False,False,False,False,True,9,False,False,False,False,hous marlei smile jamaica wire earphon blue
