item,category,count_sizes,number_count,fraction_upper_words,fraction_upper_start_words,special_char_count,has_volume,has_weight,has_uk_size,has_area,has_color,spaces,has_cm,has_m,has_xn,has_french_combinations,item_processed
Miss Selfridge v-neck bodysuit in white,0,0,0,0.0,0.3333333333333333,6,False,False,False,False,True,6,False,False,False,False,miss selfridge neck bodysuit white
ASOS DESIGN bonded shopper bag with removable tablet case,0,0,0,0.2222222222222222,0.2222222222222222,8,False,False,False,False,False,9,False,False,False,False,asos design bonded shopper bag removable tablet case
tommy hilfiger pale pink mirror sparkle beach slide sandals UK 3.5,0,0,2,0.09090909090909091,0.09090909090909091,11,False,False,True,False,True,11,False,False,False,False,tommy hilfiger pale pink mirror sparkle beach slide sandals uk
Closet wide leg pleated trousers,0,0,0,0.0,0.2,4,False,False,False,False,False,5,False,False,False,False,closet wide leg pleated trousers
Steampunk-Haarreif mit Schleife für Damen Accessoire braun Einheitsgröße,0,0,0,0.0,0.625,8,False,False,False,False,False,8,False,False,False,False,steampunk haarreif mit schleife für damen accessoire braun einheitsgröße
Toddler Boys Letter & Cartoon Graphic Tee & Ripped Denim Shorts,0,0,0,0.0,1.0,12,False,False,False,False,False,11,False,False,False,False,toddler boys letter cartoon graphic tee ripped denim shorts
My Accessories London Exclusive slouchy pillow clutch bag in taupe faux fur,0,0,0,0.0,0.3333333333333333,11,False,False,False,False,False,12,False,False,False,True,accessories london exclusive slouchy pillow clutch bag taupe faux fur
Caféracer - Pebble Grey / 55cm / 3S + Handbrake,2,0,3,0.16666666666666666,0.6666666666666666,13,False,False,False,False,True,10,True,False,False,False,caféracer pebble grey cm handbrake
"Lily Pants i viskose, et plantebasert stoff. Høyabsorberende, pustende og ekstremt lette gjør dem perfekte å sove i. Buksene har en komfortabel, ledig passform og lommer på hver side.",0,0,0,0.0,0.14814814814814814,34,False,False,False,False,False,29,False,False,False,False,lily pants viskose et plantebasert stoff høyabsorberende pustende og ekstremt lette gjør dem perfekte sove buksene har en komfortabel ledig passform og lommer på hver side
x1 Kobra HP Spray Paint Colour: HP045 Gold,2,0,4,0.25,0.875,8,False,False,False,False,True,8,False,False,True,False,kobra hp spray paint colour hp gold
Plus Two Tone Ribbed Panel Tie Front Cami Romper,0,0,0,0.0,1.0,8,False,False,False,False,False,9,False,False,False,False,plus two tone ribbed panel tie front cami romper
Halfords - HEREFORD (HOMER ROAD),1,0,0,0.75,0.75,7,False,False,False,False,False,5,False,False,False,False,halfords hereford homer road
Sculpted Tooth Terry Shirt  XXL,0,1,0,0.2,1.0,5,False,False,False,False,False,5,False,False,False,False,sculpted tooth terry shirt xxl
2020 Nouveau Mini Court Portefeuille Mode Rétro Treillis Portefeuille Anti-vol Multi-couche Zipper Carte Cas,0,0,4,0.0,0.9285714285714286,15,False,False,False,False,False,14,False,False,False,True,nouveau mini court portefeuille mode rétro treillis portefeuille anti vol multi couche zipper carte cas
Schuhbank für 6 Paar Schuhe,1,0,1,0.0,0.75,4,False,False,False,False,False,5,False,False,False,False,schuhbank für paar schuhe
Miss Selfridge angel sleeve maxi dress in peach,0,0,0,0.0,0.25,7,False,False,False,False,False,8,False,False,False,False,miss selfridge angel sleeve maxi dress peach
Meringue Bites - Less than 100 Calories Per Serving 75g (6 Flavours) - Raspberry Meringue Bites,2,0,6,0.0,0.7142857142857143,19,False,True,False,False,False,16,False,False,False,False,meringue bites less calories per serving flavours raspberry meringue bites
Miss Selfridge v-neck bodysuit in khaki,0,0,0,0.0,0.3333333333333333,6,False,False,False,False,False,6,False,False,False,False,miss selfridge neck bodysuit khaki
Stone Racer Towelling Knit Top,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,stone racer towelling knit top
150cm LED Selfie Round Light Floor Standing,2,0,3,0.14285714285714285,0.8571428571428571,6,False,False,False,False,False,7,True,False,False,False,cm led selfie round light floor standing
x1 Sinners Attire  SNRS Core Joggers  Black Size: M,0,1,1,0.125,0.875,11,False,False,False,False,True,9,False,False,True,False,sinners attire snrs core joggers black size
Closet London mini dress in abstract floral,0,0,0,0.0,0.2857142857142857,6,False,False,False,False,False,7,False,False,False,False,closet london mini dress abstract floral
x1 Magic: the Gathering Unstable Clue Token DoubleFaced foil Condition: Mint / Near Mint,2,0,1,0.0,0.7692307692307693,16,False,False,False,False,True,14,False,False,True,False,magic gathering unstable clue token doublefaced foil condition mint near mint
Girls Khaki Ribbed Knit Beanie,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,girls khaki ribbed knit beanie
White 'Believe In Yourself' T Shirt 12 White,0,0,2,0.0,0.7142857142857143,9,False,False,False,False,True,8,False,False,False,False,white believe shirt white
Plant Say No Plus Floral Mini Dress,0,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,plant say plus floral mini dress
New Look frill bib mini dress in blue gingham,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,False,new look frill bib mini dress blue gingham
"Bedruckte Tischdecke IRUN, beschichtet, reine Baumwolle in weicher Ausführung",1,0,0,0.1111111111111111,0.5555555555555556,10,False,False,False,False,False,9,False,False,False,False,bedruckte tischdecke irun beschichtet reine baumwolle weicher ausführung
x1 Fila Vintage Settanta Track Top Navy Exclusive Pro F Size: L Colour: NAVY/GARDENIA/RED,0,1,1,0.08333333333333333,0.9166666666666666,17,False,False,False,False,True,14,False,False,True,False,fila vintage settanta track top navy exclusive pro size colour navygardeniared
Jeff Banks Brit Navy Knitted Marl Tie,0,0,0,0.0,1.0,6,False,False,False,False,True,7,False,False,False,False,jeff banks brit navy knitted marl tie
50s Bibi Basic Tie Top in Black,0,0,2,0.0,0.7142857142857143,6,False,False,False,False,True,7,False,False,False,False,bibi basic tie top black
Maison Riviera black slim dogtooth shorts L Black,0,1,0,0.0,0.42857142857142855,7,False,False,False,False,True,8,False,False,False,False,maison riviera black slim dogtooth shorts black
Grey Lace Shoulder Brushed Top,0,0,0,0.0,1.0,4,False,False,False,False,True,5,False,False,False,False,grey lace shoulder brushed top
Carhartt WIP hounds tooth print shacket in black and red,0,0,0,0.1,0.2,9,False,False,False,False,True,10,False,False,False,False,carhartt wip hounds tooth print shacket black red
"Black Ribbed Zip Up Co-ord - Louise (Size: 8, Colour: Black)",0,0,1,0.0,0.8,17,False,False,False,False,True,11,False,False,False,False,black ribbed zip co ord louise size colour black
White Wash Candlestick Large - White,1,0,0,0.0,1.0,6,False,False,False,False,True,6,False,False,False,False,white wash candlestick large white
x1 Moda In Pelle Billybag Silver Fabric,0,0,1,0.0,0.8571428571428571,6,False,False,False,False,True,7,False,False,True,False,moda pelle billybag silver fabric
x1 Krono Original Eurohome Vario Sample SKU119242,1,0,7,0.14285714285714285,0.8571428571428571,6,False,False,False,False,False,7,False,False,True,True,krono original eurohome vario sample sku
Khaki Long Padded Jacket with Recycled Wadding,0,0,0,0.0,0.8571428571428571,6,False,False,False,False,False,7,False,False,False,False,khaki long padded jacket recycled wadding
Men's Running Shorts Athletic Shorts Workout Shorts 2 in 1 with Phone Pocket Sports Shorts Running Fitness Jogging Breathable Quick Dry Soft Solid Colored Dark Grey White Black Red Camouflage Khaki,0,0,2,0.0,0.9310344827586207,31,False,False,False,False,True,31,False,False,False,False,mens running shorts athletic shorts workout shorts phone pocket sports shorts running fitness jogging breathable quick dry soft solid colored dark grey white black red camouflage khaki
Motorcycle And Slogan Graphic Oversized Tee,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,motorcycle slogan graphic oversized tee
Adjustable Strap Ruched Cami Top,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,adjustable strap ruched cami top
ASOS DESIGN mix & match lounge towelling short in lemon,0,0,0,0.2222222222222222,0.2222222222222222,10,False,False,False,False,False,10,False,False,False,False,asos design mix match lounge towelling short lemon
A.Kjaerbede Salo unisex round sunglasses in light grey,0,0,0,0.0,0.25,8,False,False,False,False,True,8,False,False,False,False,akjaerbede salo unisex round sunglasses light grey
ASOS DESIGN Curve mix & match sweet tooth short,0,0,0,0.25,0.375,9,False,False,False,False,False,9,False,False,False,False,asos design curve mix match sweet tooth short
Nike Running phone armband in black,0,0,0,0.0,0.3333333333333333,5,False,False,False,False,True,6,False,False,False,False,nike running phone armband black
Navy Long Padded Jacket With Recycled Wadding,0,0,0,0.0,1.0,6,False,False,False,False,True,7,False,False,False,False,navy long padded jacket recycled wadding
Closet London pleated skirt in teal stripe,0,0,0,0.0,0.2857142857142857,6,False,False,False,False,True,7,False,False,False,False,closet london pleated skirt teal stripe
Miss Selfridge wrap blouse in ivory and lemon print,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,False,9,False,False,False,False,miss selfridge wrap blouse ivory lemon print
1pc Ramadan String Light With 10pcs Moon Shaped Bulb,1,0,3,0.0,0.7777777777777778,8,False,False,False,False,False,9,False,False,False,False,pc ramadan string light pcs moon shaped bulb
6.3''/10.2'' Camera Photo Studio Phone Video LED Beauty Ring Light Photography Dimmable Ring Lamp+Tripod for Selfie/Live Show/Fill-in Light(16cm and 26cm),2,0,9,0.05,0.8,32,False,False,False,False,False,20,True,False,False,False,camera photo studio phone video led beauty ring light photography dimmable ring lamptripod selfielive showfill lightcm cm
Meringue Bites - Less than 100 Calories Per Serving 75g (6 Flavours) - Salted Caramel Meringue Bites,2,0,6,0.0,0.7333333333333333,20,False,True,False,False,False,17,False,False,False,False,meringue bites less calories per serving flavours salted caramel meringue bites
Lola May ruffle bib mini dress in beige,0,0,0,0.0,0.25,7,False,False,False,False,False,8,False,False,False,False,lola may ruffle bib mini dress beige
Net red small black bag texture small fragrance wind new wave simple shoulder slung chain fashion small square bag,0,0,0,0.0,0.05263157894736842,18,False,False,False,False,True,19,False,False,False,False,net red small black bag texture small fragrance wind new wave simple shoulder slung chain fashion small square bag
1 Set 8ml Fiberglass UV Builder Nail Gel + Silk Fiberglass For Nail Extension Strengthen Nails Soak Off UV LED Nail Gel Manicure,2,0,2,0.14285714285714285,0.9523809523809523,23,True,False,False,False,False,23,False,True,False,False,set ml fiberglass uv builder nail gel silk fiberglass nail extension strengthen nails soak uv led nail gel manicure
Girls black 'Duvet day' pyjama set 7-8 Yrs Pink,0,0,2,0.0,0.3333333333333333,11,False,False,False,False,True,9,False,False,False,False,girls black duvet day pyjama set yrs pink
LUX Blooming Flowers Handwash 500ml,2,0,3,0.2,0.8,4,True,False,False,False,False,5,False,True,False,False,lux blooming flowers handwash ml
Bloo Power Active Flowers Toilet Rim Block 50g,2,0,2,0.0,0.875,7,False,True,False,False,False,8,False,False,False,False,bloo power active flowers toilet rim block
النساء بيجامة مجموعات الحرير الحرير بيما النوم سيدة الربيع الأزهار نوم مجموعات homewear,0,0,0,0.0,0.0,12,False,False,False,False,False,13,False,False,False,False,النساء بيجامة مجموعات الحرير الحرير بيما النوم سيدة الربيع الأزهار نوم مجموعات homewear
Brushed Check Button Through PJ Trouser Set,0,0,0,0.14285714285714285,1.0,6,False,False,False,False,False,7,False,False,False,False,brushed check button pj trouser set
Celebrate Calcium PLUS 500 Kautabletten,2,0,3,0.2,0.8,4,False,False,False,False,False,5,False,False,False,False,celebrate calcium plus kautabletten
Camel Contrast Ribbed Casual Joggers,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,camel contrast ribbed casual joggers
x1 Kobra HP Spray Paint Colour: HP3030 Bahnhof,2,0,5,0.25,0.875,8,False,False,False,False,False,8,False,False,True,False,kobra hp spray paint colour hp bahnhof
Petite Lilac Tie Dye Ribbed Cycle Short,0,0,0,0.0,1.0,6,False,False,False,False,False,7,False,False,False,False,petite lilac tie dye ribbed cycle short
DeliTire buitenband 26 x 1.75 (47-559) b,2,0,10,0.0,0.2,10,False,False,False,False,False,7,False,False,False,False,delitire buitenband
AAPE By A Bathing Ape chino shorts with key strap in black,0,0,0,0.09090909090909091,0.36363636363636365,11,False,False,False,False,True,12,False,False,False,False,aape bathing ape chino shorts key strap black
THRUST Pro Xtra Naomi Vibrating Realistic Inflatable Sex Doll 3.8kg,2,0,2,0.1,0.9,10,False,True,False,False,False,10,False,False,False,False,thrust pro xtra naomi vibrating realistic inflatable sex doll kg
Men Plants Print Short Sleeve Tee,0,0,0,0.0,1.0,5,False,False,False,False,False,6,False,False,False,False,men plants print short sleeve tee
"Viola cornuta 'Boughton Blue' Hornviol, pluggplanta",1,0,0,0.0,0.5,8,False,False,False,False,True,6,False,False,False,False,viola cornuta boughton blue hornviol pluggplanta
Ribbed Colorblock Striped Ringer Tee,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,ribbed colorblock striped ringer tee
Grey Tired AF Printed PJ Romper,0,0,0,0.3333333333333333,1.0,5,False,False,False,False,True,6,False,False,False,False,grey tired af printed pj romper
REGULAR-FIT BRUSHED COTTON T-SHIRT,0,0,0,1.0,1.0,5,False,False,False,False,False,4,False,False,False,False,regular fit brushed cotton shirt
MAC Satin Lipstick - Faux,0,0,0,0.25,1.0,5,False,False,False,False,False,5,False,False,False,True,mac satin lipstick faux
Pre-order: Persephone Shirred Animal Spot Dress - 12 / Animal Spot / Buy,0,0,2,0.0,0.9,17,False,False,False,False,True,13,False,False,False,False,pre order persephone shirred animal spot dress animal spot buy
Grey Brushed Rib Sleeveless Bodycon Dress,0,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,grey brushed rib sleeveless bodycon dress
Womens One Piece Swimsuits Ruched Tummy Control Bathing Suits Swimwear,0,0,0,0.0,1.0,9,False,False,False,False,False,10,False,False,False,False,womens one piece swimsuits ruched tummy control bathing suits swimwear
SCHLAFSOFA in Textil Grau,1,0,0,0.25,0.75,3,False,False,False,False,False,4,False,False,False,False,schlafsofa textil grau
"Hair Spray Bottle 300ML,  Continuous Water Mister Spray Bottle Empty, Ultra Fine Aerosol Water Mist Trigger Sprayer for Taming Hair In  Hairstyling, Plants, Pets, Cleaning",2,0,3,0.04,0.92,31,False,False,False,False,False,25,False,False,False,False,hair spray bottle ml continuous water mister spray bottle empty ultra fine aerosol water mist trigger sprayer taming hair hairstyling plants pets cleaning
x2 Magic: the Gathering Mirror Mockery Condition: Mint / Near Mint,2,0,1,0.0,0.8,13,False,False,False,False,True,11,False,False,True,False,magic gathering mirror mockery condition mint near mint
Rose gold wireless ear bud headphones One Size Gold,2,0,0,0.0,0.4444444444444444,8,False,False,False,False,True,9,False,False,False,False,rose gold wireless ear bud headphones one size gold
Missguided co-ord skirt in houndstooth print,0,0,0,0.0,0.16666666666666666,6,False,False,False,False,False,6,False,False,False,False,missguided co ord skirt houndstooth print
Charmy Down 40 x 182cm Tall Bathroom Cabinet,1,0,5,0.0,0.7142857142857143,7,False,False,False,False,False,8,True,False,False,False,charmy cm tall bathroom cabinet
Fresh n Rebel flow earphones in pink,0,0,0,0.0,0.3333333333333333,6,False,False,False,False,True,7,False,False,False,False,fresh rebel flow earphones pink
adidas Originals SuperCourt trainers in white X home of classics edition,0,0,0,0.0,0.2,10,False,False,False,False,True,11,False,False,False,False,adidas originals supercourt trainers white home classics edition
Barbour Classic Bedale Wax Jacket Olive,0,0,0,0.0,1.0,5,False,False,False,False,True,6,False,False,False,False,barbour classic bedale wax jacket olive
x1 Sinners Attire  SNRS Stripe Tee   Black/White/Red Size: S,0,1,1,0.125,0.875,14,False,False,False,False,True,9,False,False,True,False,sinners attire snrs stripe tee blackwhitered size
Plus Houndstooth Curved Cami Top,0,0,0,0.0,1.0,4,False,False,False,False,False,5,False,False,False,False,plus houndstooth curved cami top
Vaseline Cocoa Butter Moisturising Petroleum Jelly 100ml,2,0,3,0.0,0.8571428571428571,6,True,False,False,False,False,7,False,True,False,True,vaseline cocoa butter moisturising petroleum jelly ml
Brushstroke Pocket Shirt - multi,0,0,0,0.0,0.75,5,False,False,False,False,False,5,False,False,False,False,brushstroke pocket shirt multi
Dark Grey Slouchy Tee Ribbed PJ Set,0,0,0,0.14285714285714285,1.0,6,False,False,False,False,True,7,False,False,False,False,dark grey slouchy tee ribbed pj set
x1 Magic: the Gathering Desert of the Indomitable Condition: Mint / Near Mint,2,0,1,0.0,0.6666666666666666,15,False,False,False,False,True,13,False,False,True,False,magic gathering desert indomitable condition mint near mint
x1 Free Caps  20 Caps  Orders 50 Free Caps: 20 Caps  Orders over 50,0,0,9,0.0,0.5714285714285714,17,False,False,False,False,False,14,False,False,True,False,free caps caps orders free caps caps orders
Pampers Premium Protection Pants Maat 4 - 180 Luierbroekjes Maandbox XL,2,0,4,0.1111111111111111,0.8888888888888888,11,False,False,False,False,False,11,False,False,False,False,pampers premium protection pants maat luierbroekjes maandbox xl
Pampers Baby Wipes Sensitive 52 Pack,2,0,2,0.0,0.8333333333333334,5,False,False,False,False,False,6,False,False,False,False,pampers baby wipes sensitive pack
Miss Selfridge faux fur trim aviator jacket in pink,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,True,miss selfridge faux fur trim aviator jacket pink
ASOS DESIGN mix & match lounge towelling short in peach,0,0,0,0.2222222222222222,0.2222222222222222,10,False,False,False,False,False,10,False,False,False,False,asos design mix match lounge towelling short peach
Herself Magazine Graphic Tee,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,magazine graphic tee
New Look Petite frill bib smock dress in black pattern,0,0,0,0.0,0.3,9,False,False,False,False,True,10,False,False,False,False,new look petite frill bib smock dress black pattern
"Audrey Full Shaper on maksimaalisen tuen liivi, joka antaa rinnoille pyöreän muodon hieman pienentävällä efektillä. Tämä malli on suunniteltu antamaan tukea suuremmille rinnoille, eikä siinä ole toppauksia. Kaunis yhdistelmä pitsisiä ja mesh-kankaisia yks",0,0,0,0.0,0.15151515151515152,37,False,False,False,False,False,33,False,False,False,False,audrey full shaper maksimaalisen tuen liivi joka antaa rinnoille pyöreän muodon hieman pienentävällä efektillä tämä malli suunniteltu antamaan tukea suuremmille rinnoille eikä siinä ole toppauksia kaunis yhdistelmä pitsisiä ja mesh kankaisia yks
Olight Warrior Mini Taschenlampe,2,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,olight warrior mini taschenlampe
Billy Boy XXL 6 Pieces Condoms,2,1,1,0.2,1.0,5,False,False,False,False,False,6,False,False,False,False,billy boy xxl pieces condoms
Ladies Feather Touch Gloves Black,0,0,0,0.0,1.0,4,False,False,False,False,True,5,False,False,False,False,ladies feather touch gloves black
FREE GIFT - Cult Beauty Mulberry Silk Face Mask - Mixed Colours,0,0,0,0.2,1.0,13,False,False,False,False,False,12,False,False,False,False,free gift cult beauty mulberry silk face mask mixed colours
Flower Pattern Clip Charm,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,flower pattern clip charm
x1 Nuby Snug NDry Super Soft Organic Cotton Bibs Colour or Design: Grey,2,0,1,0.0,0.8461538461538461,13,False,False,False,False,True,13,False,False,True,False,nuby snug ndry super soft organic cotton bibs colour design grey
Closet smart tailored trouser with turn up in black,0,0,0,0.0,0.1111111111111111,8,False,False,False,False,True,9,False,False,False,False,closet smart tailored trouser turn black
Leg Acid Bilges Itching Lumps Vasculitis Natural Herbaceous Cream Medical Varicose Veins Treatment,2,0,0,0.0,1.0,12,False,False,False,False,False,13,False,False,False,False,leg acid bilges itching lumps vasculitis natural herbaceous cream medical varicose veins treatment
Gilly Hicks co-ord ribbed gym short in khaki,0,0,0,0.0,0.25,8,False,False,False,False,False,8,False,False,False,False,gilly hicks co ord ribbed gym short khaki
6Pcs/Set Unisex Face Scarf Mouth Cover Neck Gaiter Dust & Sun-Protection Outdoor Bandana Riding Balaclavas,0,0,1,0.0,0.9285714285714286,17,False,False,False,False,False,15,False,False,False,False,pcsset unisex face scarf mouth cover neck gaiter dust sun protection outdoor bandana riding balaclavas
Candlelight Chunky Gibson Shoes,0,0,0,0.0,1.0,3,False,False,False,False,False,4,False,False,False,False,candlelight chunky gibson shoes
SikSilk swim short in black houndstooth,0,0,0,0.0,0.16666666666666666,5,False,False,False,False,True,6,False,False,False,False,siksilk swim short black houndstooth
Herren Jogger Hosen Streetwear Jogginghose Brief bedruckte Hose Hip Hop schwarz 1 groß,0,0,1,0.0,0.75,12,False,False,False,False,False,13,False,False,False,False,herren jogger hosen streetwear jogginghose brief bedruckte hose hip hop schwarz groß
Pure Series™ Ashwaghanda KSM-66 500mg Capsules 90,2,0,7,0.14285714285714285,0.7142857142857143,8,False,False,False,False,False,7,False,True,False,False,pure series ashwaghanda ksm mg capsules
New Look key hole detail ribbed body in black,0,0,0,0.0,0.2222222222222222,8,False,False,False,False,True,9,False,False,False,False,new look key hole detail ribbed body black
25mm 100% Cotton Herringbone Tape Webbing - Bertie&#39;s Bows - 25 Colours - Per Metre - Ribbon Colour:Lilac (22),0,0,11,0.0,0.7333333333333333,29,False,False,False,False,False,19,False,True,False,False,mm cotton herringbone tape webbing berties bows colours per metre ribbon colourlilac
Bibi Star Flare Pants Lilac - M,0,1,0,0.0,1.0,7,False,False,False,False,False,7,False,False,False,False,bibi star flare pants lilac
River Island ribbed brief in cream,0,0,0,0.0,0.3333333333333333,5,False,False,False,False,False,6,False,False,False,False,river island ribbed brief cream
Blood Red - One size (suitable from birth),0,0,0,0.0,0.42857142857142855,10,False,False,False,False,True,8,False,False,False,False,blood red one size suitable birth
schuh stone tina eva footbed sandals UK 3,0,0,1,0.14285714285714285,0.14285714285714285,7,False,False,True,False,False,8,False,False,False,False,schuh stone tina eva footbed sandals uk
Brago Choklad 175g Göteborgs,2,0,3,0.0,0.75,3,False,True,False,False,False,4,False,False,False,False,brago choklad göteborgs
10mm Entry Solid Brass Finish BC Lampholder,1,0,2,0.14285714285714285,0.8571428571428571,6,False,False,False,False,False,7,False,True,False,False,mm entry solid brass finish bc lampholder
Spare Tape Pack for Tape-in Extensions,2,0,0,0.0,0.8333333333333334,6,False,False,False,False,False,6,False,False,False,False,spare tape pack tape extensions
Hjemlevering Drammen &amp; Lier (Kl. 17.00 - 21.00) Kr. 75,2,0,10,0.0,0.4444444444444444,18,False,False,False,False,False,10,False,False,False,False,hjemlevering drammen amp lier kl kr
